,sentence_index,sentence,splitset_label
5738,5739,"An odd , haphazard , and inconsequential romantic comedy .",1
5739,5740,"Though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",1
5740,5741,"Pascale Bailly 's rom-com provides AmÃ©lie 's Audrey Tautou with another fabuleux destin -- i.e. , a banal spiritual quest .",1
5741,5742,"A static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .",1
5742,5743,"Watching the chemistry between Freeman and Judd , however , almost makes this movie worth seeing .",1
5743,5744,Almost .,1
5744,5745,... a pretentious and ultimately empty examination of a sick and evil woman .,1
5745,5746,The Country Bears has no scenes that will upset or frighten young viewers .,1
5746,5747,"Unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",1
5747,5748,The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,1
5748,5749,"Before long , you 're desperate for the evening to end .",1
5749,5750,The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,1
5750,5751,Mattei 's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination .,1
5751,5752,Only in its final surprising shots does Rabbit-Proof Fence find the authority it 's looking for .,1
5752,5753,"Is n't as sharp as the original ... Despite some visual virtues , ` Blade II ' just does n't cut it .",1
5753,5754,"... plays like a badly edited , 91-minute trailer -LRB- and -RRB- the director ca n't seem to get a coherent rhythm going .",1
5754,5755,"In fact , it does n't even seem like she tried .",1
5755,5756,"Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",1
5756,5757,What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,1
5757,5758,Barry Sonnenfeld owes Frank the Pug big time,1
5758,5759,"The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",1
5759,5760,So riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,1
5760,5761,"I approached the usher and said that if she had to sit through it again , she should ask for a raise .",1
5761,5762,If Sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,1
5762,5763,"Too slow for a younger crowd , too shallow for an older one .",1
5763,5764,There 's a reason the studio did n't offer an advance screening .,1
5764,5765,`` The Adventures of Pluto Nash '' is a big time stinker .,1
5765,5766,"A punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .",1
5766,5767,"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",1
5767,5768,The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,1
5768,5769,"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest .",1
5769,5770,Sitting through the last reel -LRB- spoiler alert ! -RRB-,1
5770,5771,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,1
5771,5772,"Confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",1
5772,5773,"Deadly dull , pointless meditation on losers in a gone-to-seed hotel .",1
5773,5774,"With this new Rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment .",1
5774,5775,One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,1
5775,5776,"A movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .",1
5776,5777,"Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .",1
5777,5778,But never mind all that ; the boobs are fantasti,1
5778,5779,"The script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .",1
5779,5780,"A portrait of alienation so perfect , it will certainly succeed in alienating most viewers .",1
5780,5781,The code talkers deserved better than a hollow tribute .,1
5781,5782,Skip the film and buy the Philip Glass soundtrack CD .,1
5782,5783,Feels like a cold old man going through the motions .,1
5783,5784,Dignified CEO 's meet at a rustic retreat and pee against a tree .,1
5784,5785,Can you bear the laughter ?,1
5785,5786,"Dull and mechanical , kinda like a very goofy museum exhibit",1
5786,5787,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",1
5787,5788,Beware the quirky Brit-com .,1
5788,5789,They can and will turn on a dime from oddly humorous to tediously sentimental .,1
5789,5790,Has its moments -- and almost as many subplots .,1
5790,5791,"The gags , and the script , are a mixed bag .",1
5791,5792,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,1
5792,5793,"Narratively , Trouble Every Day is a plodding mess .",1
5793,5794,There 's no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .,1
5794,5795,"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",1
5795,5796,"Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt",1
5796,5797,"There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",1
5797,5798,"Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .",1
5798,5799,It 's all pretty tame .,1
5799,5800,The most offensive thing about the movie is that Hollywood expects people to pay to see it .,1
5800,5801,The movie is a mess from start to finish .,1
5801,5802,"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",1
5802,5803,"I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .",1
5803,5804,"In the telling of a story largely untold , Bui chooses to produce something that is ultimately suspiciously familiar .",1
5804,5805,"The plot is nothing but boilerplate clichÃ©s from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",1
5805,5806,Terminally brain dead production .,1
5806,5807,"Some episodes work , some do n't .",1
5807,5808,Beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .,1
5808,5809,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl .",1
5809,5810,"Rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",1
5810,5811,"Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",1
5811,5812,Wow .,1
5812,5813,I have not been this disappointed by a movie in a long time .,1
5813,5814,"Off the Hook is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",1
5814,5815,It 's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,1
5815,5816,"Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence .",1
5816,5817,"It 's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .",1
5817,5818,Will probably be one of those movies barely registering a blip on the radar screen of 2002 .,1
5818,5819,"The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .",1
5819,5820,The problem is that Van Wilder does little that is actually funny with the material .,1
5820,5821,There 's nothing interesting in Unfaithful whatsoever .,1
5821,5822,None of this is half as moving as the filmmakers seem to think .,1
5822,5823,A processed comedy chop suey .,1
5823,5824,"As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .",1
5824,5825,"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .",1
5825,5826,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,1
5826,5827,"An erotic thriller that 's neither too erotic nor very thrilling , either .",1
5827,5828,"The movie , like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",1
5828,5829,With its parade of almost perpetually wasted characters ... Margarita feels like a hazy high that takes too long to shake .,1
5829,5830,"If you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .",1
5830,5831,"The director and her capable cast appear to be caught in a heady whirl of New Age-inspired good intentions , but the spell they cast is n't the least bit mesmerizing .",1
5831,5832,Everything is pegged into the groove of a New York dating comedy with ` issues ' to simplify .,1
5832,5833,A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff .,1
5833,5834,"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything .",1
5834,5835,"It comes off as so silly that you would n't be surprised if BA , Murdock and rest of the A-Team were seen giving chase in a black and red van .",1
5835,5836,The 50-something lovebirds are too immature and unappealing to care about .,1
5836,5837,"So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .",1
5837,5838,"It never is , not fully .",1
5838,5839,"Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",1
5839,5840,"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",1
5840,5841,"As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut Dahmer -LRB- Jeremy Renner -RRB- and fiendish acts that no amount of earnest textbook psychologizing can bridge .",1
5841,5842,"Plodding , peevish and gimmicky .",1
5842,5843,"The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",1
5843,5844,Oozes condescension from every pore .,1
5844,5845,`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,1
5845,5846,"The direction , by George Hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",1
5846,5847,"Though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",1
5847,5848,It has plenty of laughs .,1
5848,5849,It just does n't have much else ... especially in a moral sense .,1
5849,5850,"An awful lot like one of -LRB- Spears ' -RRB- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",1
5850,5851,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",1
5851,5852,"-LRB- H -RRB- ad I suffered and bled on the hard ground of Ia Drang , I 'd want something a bit more complex than We Were Soldiers to be remembered by .",1
5852,5853,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",1
5853,5854,it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding,1
5854,5855,"By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .",1
5855,5856,"Journalistically dubious , inept and often lethally dull .",1
5856,5857,Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .,1
5857,5858,"At its best , it 's Black Hawk Down with more heart .",1
5858,5859,"At its worst , it 's Rambo - meets-John Ford .",1
5859,5860,Exactly what you 'd expect from a guy named Kaos .,1
5860,5861,This movie ... does n't deserve the energy it takes to describe how bad it is .,1
5861,5862,"With or without ballast tanks , K-19 sinks to a Harrison Ford low .",1
5862,5863,Director Oliver Parker labors so hard to whip life into The Importance of Being Earnest that he probably pulled a muscle or two .,1
5863,5864,You might be shocked to discover that Seinfeld 's real life is boring .,1
5864,5865,"It 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .",1
5865,5866,Walsh ca n't quite negotiate the many inconsistencies in Janice 's behavior or compensate for them by sheer force of charm .,1
5866,5867,This 10th film in the series looks and feels tired .,1
5867,5868,"It leers , offering next to little insight into its intriguing subject .",1
5868,5869,I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,1
5869,5870,One of the oddest and most inexplicable sequels in movie history .,1
5870,5871,There 's nothing to gain from watching They .,1
5871,5872,It is n't scary .,1
5872,5873,It hates its characters .,1
5873,5874,It finds no way to entertain or inspire its viewers .,1
5874,5875,"Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .",1
5875,5876,The skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,1
5876,5877,"... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .",1
5877,5878,"Though the film is well-intentioned , one could rent the original and get the same love story and parable .",1
5878,5879,Just too silly and sophomoric to ensnare its target audience .,1
5879,5880,"The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .",1
5880,5881,A cleverly crafted but ultimately hollow mockumentary .,1
5881,5882,It gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,1
5882,5883,"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",1
5883,5884,"It 's Tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .",1
5884,5885,"Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .",1
5885,5886,Such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,1
5886,5887,"If you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign .",1
5887,5888,"An EXIT sign , that is .",1
5888,5889,"Holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",1
5889,5890,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,1
5890,5891,"A feature-length , R-rated , road-trip version of Mama 's Family .",1
5891,5892,What you end up getting is the Vertical Limit of surfing movies - memorable stunts with lots of downtime in between .,1
5892,5893,"Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor .",1
5893,5894,"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",1
5894,5895,"There 's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there 's nothing else happening .",1
5895,5896,"Imagine Kevin Smith , the blasphemous bad boy of suburban Jersey , if he were stripped of most of his budget and all of his sense of humor .",1
5896,5897,The result might look like Vulgar .,1
5897,5898,Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .,1
5898,5899,"What soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard , it 's icky .",1
5899,5900,It 's an 88-minute highlight reel that 's 86 minutes too long .,1
5900,5901,The film favors the scientific over the spectacular -LRB- visually speaking -RRB- .,1
5901,5902,Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,1
5902,5903,"With the exception of McCoist , the players do n't have a clue on the park .",1
5903,5904,The acting is n't much better .,1
5904,5905,The whole affair is as predictable as can be .,1
5905,5906,A not-so-Divine Secrets of the Ya-Ya Sisterhood with a hefty helping of Re-Fried Green Tomatoes .,1
5906,5907,"This cloying , voices-from-the-other-side story is hell .",1
5907,5908,A suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,1
5908,5909,"Star Trek was kind of terrific once , but now it is a copy of a copy of a copy .",1
5909,5910,"-LRB- N -RRB- o matter how much good will the actors generate , Showtime eventually folds under its own thinness .",1
5910,5911,"Every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of Rohypnol .",1
5911,5912,Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,1
5912,5913,"Ver Wiel 's desperate attempt at wit is lost , leaving the character of Critical Jim two-dimensional and pointless .",1
5913,5914,"Despite a performance of sustained intelligence from Stanford and another of subtle humour from Bebe Neuwirth , as an older woman who seduces Oscar , the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off",1
5914,5915,"Although Disney follows its standard formula in this animated adventure , it feels more forced than usual .",1
5915,5916,Gaghan ... has thrown every suspenseful clichÃ© in the book at this nonsensical story .,1
5916,5917,"A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",1
5917,5918,-LRB- P -RRB- artnering Murphy with Robert De Niro for the TV-cops comedy Showtime would seem to be surefire casting .,1
5918,5919,The catch is that they 're stuck with a script that prevents them from firing on all cylinders .,1
5919,5920,"` You 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied .",1
5920,5921,You 'll feel like you ate a Reeses without the peanut butter ... ',1
5921,5922,Gooding offers a desperately ingratiating performance .,1
5922,5923,"Parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone ... that ultimately dulls the human tragedy at the story 's core .",1
5923,5924,The director has injected self-consciousness into the proceedings at every turn .,1
5924,5925,The results are far more alienating than involving .,1
5925,5926,Bogdanich is unashamedly pro-Serbian and makes little attempt to give voice to the other side .,1
5926,5927,"A lack of thesis makes Maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",1
5927,5928,"Without Shakespeare 's eloquent language , the update is dreary and sluggish .",1
5928,5929,"If H.G. Wells had a time machine and could take a look at his kin 's reworked version , what would he say ?",1
5929,5930,"` It looks good , Sonny , but you missed the point . '",1
5930,5931,"During The Tuxedo 's 90 minutes of screen time , there is n't one true ` Chan moment ' .",1
5931,5932,"Bisset delivers a game performance , but she is unable to save the movie .",1
5932,5933,Watching Austin Powers in Goldmember is like binging on cotton candy .,1
5933,5934,"It 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied .",1
5934,5935,The most anti-human big studio picture since 3000 Miles to Graceland .,1
5935,5936,The film can depress you about life itself .,1
5936,5937,"I 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap clichÃ© .",1
5937,5938,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line .,1
5938,5939,"Its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .",1
5939,5940,The plot plummets into a comedy graveyard before Janice comes racing to the rescue in the final reel .,1
5940,5941,"Sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .",1
5941,5942,"At 90 minutes this movie is short , but it feels much longer .",1
5942,5943,"Here 's my advice , Kev .",1
5943,5944,Start reading your scripts before signing that dotted line .,1
5944,5945,An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .,1
5945,5946,An ugly-duckling tale so hideously and clumsily told it feels accidental .,1
5946,5947,"Unfortunately , it 's also not very good .",1
5947,5948,Especially compared with the television series that inspired the movie .,1
5948,5949,"It wraps up a classic mother\/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it 's not all new , at least it looks pretty .",1
5949,5950,Glazed with a tawdry B-movie scum .,1
5950,5951,"This is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness .",1
5951,5952,"It winds up moving in many directions as it searches -LRB- vainly , I think -RRB- for something fresh to say .",1
5952,5953,"All in all , Road to Perdition is more in love with strangeness than excellence .",1
5953,5954,A big fat pain .,1
5954,5955,A mimetic approximation of better films like Contempt and 8Â 1\/2 .,1
5955,5956,"Unintelligible , poorly acted , brain-slappingly bad , Harvard Man is ludicrous enough that it could become a cult classic .",1
5956,5957,"Watching The Powerpuff Girls Movie , my mind kept returning to one anecdote for comparison : the cartoon in Japan that gave people seizures .",1
5957,5958,An inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength .,1
5958,5959,"To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",1
5959,5960,"With the cheesiest monsters this side of a horror spoof , which They is n't , it is more likely to induce sleep than fright .",1
5960,5961,"Mild , meandering teen flick .",1
5961,5962,Though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .,1
5962,5963,"Though this rude and crude film does deliver a few gut-busting laughs , its digs at modern society are all things we 've seen before .",1
5963,5964,"Although it tries to be much more , it 's really just another Major League .",1
5964,5965,"Astonishing is n't the word -- neither is incompetent , incoherent or just plain crap .",1
5965,5966,"Indeed , none of these words really gets at the very special type of badness that is Deuces Wild .",1
5966,5967,One thing is for sure : This movie does not tell you a whole lot about Lily Chou-Chou .,1
5967,5968,"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",1
5968,5969,"To better understand why this did n't connect with me would require another viewing , and I wo n't be sitting through this one again ... that in itself is commentary enough .",1
5969,5970,"Cuba Gooding Jr. valiantly mugs his way through Snow Dogs , but even his boisterous energy fails to spark this leaden comedy .",1
5970,5971,Diane Lane 's sophisticated performance ca n't rescue Adrian Lyne 's Unfaithful from its sleazy moralizing .,1
5971,5972,Not at all clear what it 's trying to say and even if it were -- I doubt it would be all that interesting .,1
5972,5973,"-LRB- Swimfan -RRB- falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .",1
5973,5974,This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John and Bo Derek made the ridiculous Bolero .,1
5974,5975,"Silly , loud and goofy .",1
5975,5976,Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,1
5976,5977,"The French director has turned out nearly 21\/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing .",1
5977,5978,The basic premise is intriguing but quickly becomes distasteful and downright creepy .,1
5978,5979,The Pool drowned me in boredom .,1
5979,5980,It 's like an all-star salute to Disney 's cheesy commercialism .,1
5980,5981,"It 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",1
5981,5982,"Some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .",1
5982,5983,"There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .",1
5983,5984,"As saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .",1
5984,5985,"Die Another Day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with .",1
5985,5986,"As is often the case with ambitious , eager first-time filmmakers , Mr. Murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .",1
5986,5987,"The mystery of Enigma is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture .",1
5987,5988,"It throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` Look at this !",1
5988,5989,This is an interesting movie ! '',1
5989,5990,But the film itself is ultimately quite unengaging .,1
5990,5991,The inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror\/action hybrid .,1
5991,5992,"It 's not only dull because we 've seen -LRB- Eddie -RRB- Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .",1
5992,5993,Avary 's film never quite emerges from the shadow of Ellis ' book .,1
5993,5994,"A poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",1
5994,5995,"While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .",1
5995,5996,"Woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` Saving Private Ryan '' battle scenes before realizing Steven Spielberg got it right the first time ?",1
5996,5997,"It 's sincere to a fault , but , unfortunately , not very compelling or much fun .",1
5997,5998,"... Jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts .",1
5998,5999,This follow-up seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter .,1
5999,6000,"Why , you may ask , why should you buy the movie milk when the TV cow is free ?",1
6000,6001,There 's no good answer to that one .,1
6001,6002,"This slow-moving Swedish film offers not even a hint of joy , preferring to focus on the humiliation of Martin as he defecates in bed and urinates on the plants at his own birthday party .",1
6002,6003,"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",1
6003,6004,"There 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",1
6004,6005,This is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .,1
6005,6006,This is amusing for about three minutes .,1
6006,6007,"Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .",1
6007,6008,It 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' .,1
6008,6009,"This is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .",1
6009,6010,"The direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1
6010,6011,There are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,1
6011,6012,"It wo n't harm anyone , but neither can I think of a very good reason to rush right out and see it .",1
6012,6013,"After all , it 'll probably be in video stores by Christmas , and it might just be better suited to a night in the living room than a night at the movies .",1
6013,6014,Looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .,1
6014,6015,"Given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .",1
6015,6016,They kept much of the plot but jettisoned the stuff that would make this a moving experience for people who have n't read the book .,1
6016,6017,Just because A Walk to Remember is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls .,1
6017,6018,"-LRB- Carvey 's -RRB- characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .",1
6018,6019,"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",1
6019,6020,This dreadfully earnest inversion of the Concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .,1
6020,6021,"Brown 's saga , like many before his , makes for snappy prose but a stumblebum of a movie .",1
6021,6022,"The boys ' sparring , like the succession of blows dumped on Guei , wears down the story 's more cerebral , and likable , plot elements .",1
6022,6023,The script by Vincent R. Nebrida ... tries to cram too many ingredients into one small pot .,1
6023,6024,"The story is so light and sugary that were it a Macy 's Thanksgiving Day Parade balloon , extra heavy-duty ropes would be needed to keep it from floating away .",1
6024,6025,"Oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",1
6025,6026,"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",1
6026,6027,Only those most addicted to film violence in all its forms will find anything here to appreciate .,1
6027,6028,"Cold and scattered , Minority Report commands interest almost solely as an exercise in gorgeous visuals .",1
6028,6029,"That 's not vintage Spielberg and that , finally , is minimally satisfying .",1
6029,6030,"Every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .",1
6030,6031,Frank McKlusky C.I. is that movie !,1
6031,6032,It 's not difficult to spot the culprit early-on in this predictable thriller .,1
6032,6033,... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .,1
6033,6034,The trappings of I Spy are so familiar you might as well be watching a rerun .,1
6034,6035,What starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .,1
6035,6036,"In the wake of Saving Private Ryan , Black Hawk Down and We Were Soldiers , you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .",1
6036,6037,"It is messy , uncouth , incomprehensible , vicious and absurd .",1
6037,6038,Really does feel like a short stretched out to feature length .,1
6038,6039,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",1
6039,6040,"Cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .",1
6040,6041,"And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",1
6041,6042,"If you are willing to do this , then you so crazy !",1
